1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
25050790,1.03551616,No,C1,62,55-64,Wales,Female,Owned outright,"£25,000-£29,999",Married or Couple,"£1,400-£1,599",No change,£50-£99,Yes,,Not applicable,Not applicable,No,No,No,Yes,Yes,No,No,No,No,No,Yes,£200-£499,£50-£59,"keeping up, struggle from time to time",No,No,No,No,No,No,No,No,No,No,Yes,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,the same,No,Not applicable,Not applicable,Not applicable,Not applicable,<£500,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Decreased,"Not likely, but there is a small chance of a sharp fall in my household income",No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,No,Yes,,,,,,,In Paid Employment ,No,No
21620846,0.974077441,No,C1,28,25-34,South East,Female,Owned mortgage,"£50,000-£74,999",Married or Couple,"£1,000-£1,199",No change,"£1,000-£1,499",Yes,"£400,000-£449,999","£230,000-£249,999","£1,000-£1,249",No,No,No,No,No,No,Yes,No,No,No,Yes,"£9,500-£9,999",£120-£139,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Increased,No,Not applicable,Yes,Got the loan without difficulty,Not applicable,Not applicable,Not applicable,"£100,000 - £149,999",Decrease by £300 or more a month,,,,,,,,,,,,,,,No,No,Yes,No,No,No,don't kNow,Increased,Not very likely - my household income is very secure,No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,In Paid Employment ,No,No
24787425,0.990246674,No,B,49,45-54,North,Male,Owned mortgage,"£50,000-£74,999",Married or Couple,"£1,400-£1,599",down £50-£100,None,Yes,"£100,000-£124,999","£30,000-£39,999",£300-£349,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,"£15,000-£19,999",>=£500,"keeping up, constant struggle",No,No,No,No,No,Yes,No,No,No,No,No,,Somewhat concerned,Yes,Yes,No,No,No,No,No,No,No,,Stayed the same,No,the same,No,Not applicable,Not applicable,Not applicable,Not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,In Paid Employment ,No,heavy
24060237,0.970943756,No,B,70,65+,East Anglia,Female,Owned outright,"£25,000-£29,999",Married or Couple,£500-£599,No change,None,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£50,000 - £74,999",Refused,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,don't kNow,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,Yes,No,,,,,,,,No,Not applicable
21473473,0.98402526,No,C2,64,55-64,East Anglia,Male,Owned mortgage,"£25,000-£29,999",Married or Couple,£300-£399,down £50-£100,<=25,Yes,"£100,000-£124,999","£30,000-£39,999",£700-£749,No,No,No,Yes,No,Yes,No,No,No,No,Yes,"£3,000-£3,499",£30-£39,"keeping up, struggle from time to time",No,No,No,No,No,No,No,No,No,No,Yes,,Somewhat concerned,Yes,No,No,No,No,No,No,No,No,,Stayed the same,Yes,don't kNow,No,Not applicable,Not applicable,Not applicable,Not applicable,"£1,000 - £1,999",Increase by less than £50 a month,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,In Paid Employment ,No,somewhat
24679450,0.967991273,No,C2,59,55-64,South East,Female,Owned outright,"£17,500-£24,999",Married or Couple,don't kNow,down <£50,don't kNow,No,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Refused,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Refused,Refused,Refused,No,Not applicable,Not applicable,Not applicable,Not applicable,"£25,000 - £29,999",Refused,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,don't kNow,don't kNow,No,No,No,No,No,No,No,No,Yes,,,,,,,No,No,No,No,No,No,No,Yes,,,,,,,Something Else,No,Not applicable
22090422,0.976120734,No,D,68,65+,South East,Female,Owned outright,"£25,000-£29,999",Married or Couple,<=199,down <£50,£50-£99,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, struggle from time to time",No,No,No,No,No,No,No,No,No,No,Yes,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,don't kNow,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,Yes,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,Yes,No,,,,,,,Retired,No,Not applicable
20566235,0.977074914,No,D,46,45-54,East Midlands,Female,Owned mortgage,"£15,500-£17,499",Never Married,£300-£399,down >£100,None,Yes,"£100,000-£124,999","£50,000-£59,999",£400-£449,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,"£6,000-£6,499",£240-£259,"keeping up, constant struggle",No,No,No,No,No,No,No,No,No,No,Yes,,Somewhat concerned,Yes,Yes,No,No,Yes,No,No,No,No,,Refused,Yes,don't kNow,No,Not applicable,Not applicable,Not applicable,Not applicable,None,don't kNow,,,,,,,,,,,,,,,,,,,,,No,Increased,Quite likely - my household income could fall sharply,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,In Paid Employment ,Yes,somewhat
23630115,1.01390744,No,C1,25,25-34,East Midlands,Female,Private rented,"£9,500-£11,499",Never Married,600-£699,down >£100,£50-£99,Not applicable,Not applicable,Not applicable,Not applicable,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,<£200,£120-£139,"keeping up, struggle from time to time",No,No,No,No,No,Yes,No,Yes,No,No,No,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,Yes,easier,Yes,Got the loan without difficulty,No,Not applicable,Not applicable,None,Increase by £50-£99 a month,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,,,,,,,No,Stayed the same,Not very likely - my household income is very secure,No,don't kNow,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,In Paid Employment ,No,No
23060819,0.97301085,No,C1,63,55-64,South East,Female,Owned mortgage,"£40,000-£49,999",Married or Couple,"£1,400-£1,599",down >£100,£500-£599,Yes,"£350,000-£399,999","£60,000-£69,999",£350-£399,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Somewhat concerned,No,Yes,No,No,No,No,No,No,No,,Increased,No,the same,No,Not applicable,Not applicable,Not applicable,Not applicable,"£50,000 - £74,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",don't kNow,No,No,No,No,No,No,No,Yes,No,,,,,,,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Retired,No,Not applicable
20546287,0.992493715,No,C1,65,65+,South West,Male,Local Authority Rented,"£11,500-£13,499",Widowed/Divorced/Separated,£300-£399,down £50-£100,£50-£99,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,No,Not applicable,Not applicable,"£1,000 - £1,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,Not very likely - my household income is very secure,No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Retired,No,Not applicable
21095864,0.997338819,No,E,44,35-44,East Midlands,Female,Local Authority Rented,"£15,500-£17,499",Married or Couple,£200-£299,No change,<=25,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, constant struggle",No,No,No,No,No,Yes,No,No,No,No,No,,Somewhat concerned,Yes,Yes,No,No,No,No,No,No,No,,Stayed the same,No,Not applicable,No,Not applicable,No,Not applicable,Not applicable,"£4,000 - £4,999",Decrease by less than £50 a month,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Something Else,No,Not applicable
23615532,0.99656209,No,B,62,55-64,West Midlands,Male,Owned outright,"£30,000-£39,999",Married or Couple,"£1,000-£1,199",No change,None,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,the same,No,Not applicable,Not applicable,Not applicable,Not applicable,"£100,000 - £149,999",don't kNow,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,In Paid Employment ,No,Not applicable
23176078,0.984168522,No,C1,55,55-64,South East,Male,Owned outright,"£17,500-£24,999",Married or Couple,£400-£499,No change,None,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£9,000 - £9,999",Increase by £100-£149 a month,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,Yes,No,,,,,,,,No,Not applicable
22551016,0.962857411,No,C2,56,55-64,East Anglia,Female,Owned outright,"£40,000-£49,999",Married or Couple,don't kNow,don't kNow,Refused,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Refused,don't kNow,,,,,,,,,,,,,,,,,,,,,Yes,Increased,don't kNow,don't kNow,Yes,No,No,No,No,No,No,Yes,No,,,,,,,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Something Else,No,Not applicable
24962266,0.964923696,No,C1,48,45-54,South East,Female,Owned mortgage,"£50,000-£74,999",Married or Couple,"£1,400-£1,599",up >£100,£50-£99,Yes,"£300,000-£349,999","£110,000-£129,999",£750-£799,Yes,No,No,No,Yes,No,No,No,No,No,Yes,£500-£999,£50-£59,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Decreased,No,the same,Yes,Got the loan without difficulty,Not applicable,Not applicable,Not applicable,"£12,500 - £14,999",Increase by £50-£99 a month,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Something Else,No,No
20591137,0.988412956,No,C2,65,65+,West Midlands,Female,Owned outright,Refused,Married or Couple,Refused,Refused,Refused,Yes,,Not applicable,Not applicable,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Refused,Refused,"keeping up, struggle from time to time",No,No,No,No,Yes,No,No,No,No,No,No,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Decreased,No,Refused,No,Not applicable,Not applicable,Not applicable,Not applicable,Refused,Increase by less than £50 a month,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,No,Refused,don't kNow,don't kNow,Refused,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,Yes,No,,,,,,,Self Employed,No,No
22127466,0.970812355,No,C2,50,45-54,East Anglia,Male,Owned outright,"£50,000-£74,999",Married or Couple,£700-£799,down £50-£100,£500-£599,Yes,,Not applicable,Not applicable,Yes,No,No,Yes,No,No,No,No,No,No,Yes,"£2,000-£2,499",£300-£349,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Decreased,No,don't kNow,No,Not applicable,Not applicable,Not applicable,Not applicable,"£20,000 - £24,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,Yes,No,,,,,,,In Paid Employment ,No,No
20218505,1.06089238,Yes,E,58,55-64,Wales,Male,Local Authority Rented,Refused,Never Married,Refused,down >£100,None,Not applicable,Not applicable,Not applicable,Not applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Refused,Refused,"have financial problems, fallen behind with many",No,No,No,No,No,No,No,No,No,No,Yes,,Very concerned,Yes,No,No,No,No,No,No,No,No,,Increased,Yes,harder,No,Not applicable,No,Not applicable,Not applicable,None,don't kNow,,,,,,,,,,,,,,,,,,,,,No,Decreased,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,don't kNow,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,Not in work - long term illness or disability ,No,heavy
20630668,1.01242804,Yes,C2,35,35-44,North West,Male,Local Authority Rented,"£9,500-£11,499",Never Married,£300-£399,down <£50,£25-£49,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,No,Not applicable,Not applicable,"£12,500 - £14,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,In Paid Employment ,No,Not applicable
21666230,0.976480706,No,B,30,25-34,South East,Female,Local Authority Rented,"£25,000-£29,999",Married or Couple,£200-£299,No change,£50-£99,Not applicable,Not applicable,Not applicable,Not applicable,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,£200-£499,don't kNow,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Very concerned,No,Yes,No,No,No,No,No,No,No,,Increased,Yes,the same,No,Not applicable,Yes,Haven't started saving yet,More than 8 years,<£500,don't kNow,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,don't kNow,don't kNow,don't kNow,No,No,No,No,No,No,No,Yes,,,,,,,No,Yes,No,No,No,No,No,No,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,Something Else,No,heavy
20607160,1.0069702,No,B,70,65+,Scotland,Female,Owned outright,"£25,000-£29,999",Married or Couple,£500-£599,up >£100,£100-£149,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£50,000 - £74,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,Yes,No,,,,,,,In Paid Employment ,No,Not applicable
20082611,1.0010097,No,C2,61,55-64,Yorkshire & Humberside,Male,Local Authority Rented,"<£4,500",Married or Couple,<=199,down >£100,None,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,Yes,No,No,No,No,No,No,Yes,Refused,Refused,falling behind on some,No,No,No,No,No,Yes,Yes,No,No,No,No,,Very concerned,Yes,Yes,No,No,No,No,No,No,No,,Increased,Yes,Not applicable,No,Not applicable,No,Not applicable,Not applicable,"£9,000 - £9,999",Decrease by £300 or more a month,,,,,,,,,,,,,,,Refused,Refused,Refused,Refused,Refused,Refused,No,don't kNow,Quite likely - my household income could fall sharply,Refused,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,Not in work - long term illness or disability ,Yes,heavy
20766661,0.995786278,No,D,37,35-44,North West,Female,Local Authority Rented,"£9,500-£11,499",Married or Couple,<=199,don't kNow,None,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, struggle from time to time",No,No,No,No,No,No,No,No,No,No,Yes,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,don't kNow,No,Not applicable,No,Not applicable,No,Not applicable,Not applicable,None,don't kNow,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,don't kNow,don't kNow,don't kNow,No,No,No,No,No,No,No,Yes,,,,,,,No,No,No,No,No,No,No,Yes,,,,,,,Something Else,Yes,Not applicable
20362452,0.99171274,No,E,61,55-64,South East,Male,Local Authority Rented,"£7,500-£9,499",Married or Couple,<=199,down £50-£100,None,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, constant struggle",No,No,No,No,No,No,No,No,No,No,Yes,,Very concerned,Yes,No,No,No,No,No,No,No,No,,Increased,No,Not applicable,No,Not applicable,No,Not applicable,Not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Decreased,Quite likely - my household income could fall sharply,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,Not in work - long term illness or disability ,No,Not applicable
23162026,0.95994584,No,D,54,45-54,South East,Female,Owned outright,"£25,000-£29,999",Married or Couple,<=199,down >£100,None,Yes,,Not applicable,Not applicable,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,">=£30,000",£350-£399,"keeping up, constant struggle",No,No,No,No,No,No,Yes,No,No,No,No,,Very concerned,No,No,No,No,No,Yes,No,No,No,I,Increased,Yes,the same,Yes,Got the loan without difficulty,Not applicable,Not applicable,Not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Increased,Quite likely - my household income could fall sharply,Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Something Else,No,heavy
21418734,1.0269095,No,C1,48,45-54,Wales,Female,Owned outright,"£4,500-£6,499",Never Married,£200-£299,down >£100,None,Yes,,Not applicable,Not applicable,No,No,No,Yes,No,No,No,No,No,No,Yes,<£200,£120-£139,"keeping up, constant struggle",No,No,No,No,No,No,Yes,No,No,No,No,,Very concerned,No,Yes,No,No,No,No,No,No,No,,Increased,No,the same,No,Not applicable,Not applicable,Not applicable,Not applicable,"£3,000 - £3,999",don't kNow,,,,,,,,,,,,,,,,,,,,,No,Increased,Quite likely - my household income could fall sharply,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,Unemployed,No,somewhat
20225824,1.01078375,No,C2,44,35-44,North,Male,Local Authority Rented,"£11,500-£13,499",Married or Couple,£200-£299,No change,None,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, struggle from time to time",No,No,No,No,No,Yes,No,No,No,No,No,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,No,Not applicable,Not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,don't kNow,Yes,No,No,No,No,No,No,No,No,Yes,,,,,,,No,No,No,No,No,No,No,Yes,,,,,,,Not in work - long term illness or disability ,No,Not applicable
23332512,1.01279724,No,B,61,55-64,East Midlands,Female,Private rented,"£13,500-£15,499",Married or Couple,<=199,down £50-£100,None,Not applicable,Not applicable,Not applicable,Not applicable,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,"£15,000-£19,999",<£10,"have financial problems, fallen behind with many",No,No,No,No,No,Yes,No,No,No,No,No,,Very concerned,No,Yes,No,No,No,No,No,No,No,,Stayed the same,Yes,Not applicable,No,Not applicable,Yes,Haven't started saving yet,More than 8 years,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Increased,Quite likely - my household income could fall sharply,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Retired,Yes,heavy
20218287,1.0010097,No,E,58,55-64,North,Male,Local Authority Rented,"£9,500-£11,499",Widowed/Divorced/Separated,<=199,down <£50,None,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, constant struggle",No,No,No,No,No,Yes,No,No,No,No,No,,Somewhat concerned,Yes,Yes,No,No,No,No,No,No,No,,Increased,Yes,Not applicable,No,Not applicable,No,Not applicable,Not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Increased,Quite likely - my household income could fall sharply,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,Not in work - long term illness or disability ,No,Not applicable
20779570,0.991722218,No,C2,40,35-44,Yorkshire & Humberside,Female,Owned mortgage,"£17,500-£24,999",Married or Couple,<=199,up >£100,None,Yes,"£75,000-£99,999","<£10,000",<£100,No,No,No,Yes,No,Yes,No,No,No,No,Yes,">=£30,000",Refused,"have financial problems, fallen behind with many",No,No,No,No,Yes,No,No,No,No,No,No,,Very concerned,No,Yes,No,No,No,No,No,No,No,,Increased,Yes,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,None,don't kNow,,,,,,,,,,,,,,,,,,,,,No,Increased,Quite likely - my household income could fall sharply,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,In Paid Employment ,Yes,heavy
20781909,0.986453068,No,E,61,55-64,East Anglia,Male,Local Authority Rented,"£9,500-£11,499",Married or Couple,<=199,down £50-£100,None,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, constant struggle",No,No,No,No,No,No,No,No,No,No,Yes,,Somewhat concerned,Yes,No,No,No,No,No,No,No,No,,Increased,No,Not applicable,No,Not applicable,No,Not applicable,Not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,Not very likely - my household income is very secure,No,No,No,No,No,No,No,No,No,Yes,,,,,,,No,No,No,No,No,No,Yes,No,,,,,,,Not in work - long term illness or disability ,No,Not applicable
