1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
20979854,0.993335499,No,A,41,35-44,North West,Female,Owned mortgage,">=£100,000",Married or Couple,"£2,000-£2,999",No change,£300-£349,Yes,"£900,000-£999,999","£150,000-£169,999",£700-£749,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, struggle from time to time",No,No,No,No,No,Yes,No,No,No,No,No,,Somewhat concerned,Yes,No,No,No,No,No,No,No,No,,Stayed the same,No,the same,No,Not applicable,Not applicable,Not applicable,Not applicable,"£6,000 - £6,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,Quite likely - my household income could fall sharply,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,In Paid Employment ,No,Not applicable
23332859,1.00993631,No,B,35,35-44,North West,Male,Owned mortgage,"£50,000-£74,999",Married or Couple,£300-£399,down <£50,150-£199,Yes,"£500,000-£599,999","£210,000-£229,999",£700-£749,No,No,No,Yes,No,No,No,No,No,No,Yes,"£6,000-£6,499",£300-£349,"keeping up, struggle from time to time",No,No,No,No,No,No,No,No,No,No,Yes,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Decreased,No,the same,No,Not applicable,Not applicable,Not applicable,Not applicable,"£100,000 - £149,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,In Paid Employment ,No,somewhat
21677245,1.01943602,No,C1,38,35-44,North,Female,Private rented,"£13,500-£15,499",Married or Couple,£300-£399,down >£100,None,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,Yes,No,No,No,No,No,No,Yes,<£200,£90-£99,"keeping up, constant struggle",No,No,No,No,No,Yes,No,No,No,No,No,,Very concerned,Yes,No,No,No,No,No,No,No,No,,Increased,Yes,don't kNow,No,Not applicable,Yes,2 year,Don't kNow,"£6,000 - £6,999",don't kNow,,,,,,,,,,,,,,,,,,,,,No,Refused,Quite likely - my household income could fall sharply,Yes,No,Yes,Yes,Yes,No,No,No,No,No,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,Yes,No,Yes,Yes,No,No,No,No,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,Something Else,Yes,heavy
20242729,0.981182466,No,B,69,65+,South East,Female,Owned mortgage,"£9,500-£11,499",Widowed/Divorced/Separated,£400-£499,down £50-£100,None,Yes,"£75,000-£99,999","£20,000-£29,999",<£100,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, struggle from time to time",No,No,No,No,No,Yes,Yes,No,No,No,No,,Somewhat concerned,Yes,No,No,No,No,No,No,No,No,,Increased,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£7,000 - £7,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,don't kNow,Stayed the same,Not very likely - my household income is very secure,Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,Yes,No,Yes,No,No,Yes,No,No,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,Retired,No,Not applicable
21990476,0.993394755,No,C1,56,55-64,North,Male,Owned outright,"£13,500-£15,499",Married or Couple,<=199,don't kNow,None,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£50,000 - £74,999",Decrease by £300 or more a month,,,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,Unemployed,No,Not applicable
22539110,0.994884219,No,B,35,35-44,East Midlands,Female,Owned mortgage,Refused,Married or Couple,Refused,up >£100,£200-£249,Yes,"£275,000-£299,999",Refused,Refused,Yes,No,No,No,No,No,No,No,No,No,Yes,Refused,Refused,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,don't kNow,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Refused,Increase by £100-£149 a month,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,don't kNow,don't kNow,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,No,Yes,,,,,,,Self Employed,No,No
24318787,0.960685463,No,B,64,55-64,South West,Female,Owned outright,"£30,000-£39,999",Married or Couple,"£1,400-£1,599",No change,<=25,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, struggle from time to time",No,No,No,No,No,Yes,No,No,No,No,No,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,the same,No,Not applicable,Not applicable,Not applicable,Not applicable,£500-£999,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Retired,No,Not applicable
22646759,0.973969516,No,C1,50,45-54,Yorkshire & Humberside,Female,Owned mortgage,"£50,000-£74,999",Married or Couple,£300-£399,down £50-£100,£25-£49,Yes,"£300,000-£349,999","£50,000-£59,999",£550-£599,No,No,No,No,No,No,Yes,No,No,No,Yes,"£6,500-£6,999",don't kNow,"keeping up, struggle from time to time",No,No,No,No,No,Yes,No,No,No,No,No,,Somewhat concerned,Yes,No,Yes,No,No,No,No,No,No,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£15,000 - £17,499",Increase by £50-£99 a month,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,In Paid Employment ,No,somewhat
20010050,0.976120734,No,C1,68,65+,South East,Female,Owned outright,"£17,500-£24,999",Married or Couple,£300-£399,down £50-£100,£50-£99,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,don't kNow,don't kNow,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,Retired,No,Not applicable
20336874,0.985634868,No,E,34,25-34,Yorkshire & Humberside,Female,Local Authority Rented,"£25,000-£29,999",Married or Couple,£400-£499,No change,150-£199,Not applicable,Not applicable,Not applicable,Not applicable,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,"£10,000-£14,999",£160-£179,"keeping up, struggle from time to time",No,No,No,No,No,Yes,No,Yes,No,No,No,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,Yes,harder,Yes,Eventually got the loan after some difficulty,No,Not applicable,Not applicable,None,Increase by less than £50 a month,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,don't kNow,don't kNow,don't kNow,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,,,,,,,In Paid Employment ,No,somewhat
21057838,0.954854647,No,C1,47,45-54,East Anglia,Female,Owned outright,"£25,000-£29,999",Married or Couple,"£1,800-£1,999",down >£100,£800-£899,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, struggle from time to time",No,No,No,No,No,Yes,Yes,No,No,No,No,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£50,000 - £74,999",don't kNow,,,,,,,,,,,,,,,,,,,,,Yes,Increased,Quite likely - my household income could fall sharply,Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Something Else,No,Not applicable
22004092,1.00325249,No,E,65,65+,East Anglia,Female,Private rented,"£11,500-£13,499",Widowed/Divorced/Separated,<=199,down <£50,<=25,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,Yes,No,Yes,No,No,No,No,Yes,£500-£999,£30-£39,"keeping up, struggle from time to time",No,No,No,No,No,Yes,Yes,No,No,No,No,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Increased,Yes,the same,No,Not applicable,Yes,More than 8 years,Don't kNow,"£1,000 - £1,999",don't kNow,,,,,,,,,,,,,,,,,,,,,No,Increased,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,Something Else,Yes,somewhat
20612588,0.979711864,No,C1,44,35-44,East Anglia,Female,Local Authority Rented,"£25,000-£29,999",Married or Couple,<=199,down >£100,None,Not applicable,Not applicable,Not applicable,Not applicable,No,Yes,No,No,No,No,No,No,No,No,Yes,"£8,500-£8,999",£240-£259,"keeping up, constant struggle",No,No,No,No,No,Yes,No,No,No,No,No,,Very concerned,Yes,No,No,No,No,No,No,No,No,,Stayed the same,Yes,the same,Yes,Got the loan without difficulty,No,Not applicable,Not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,No,No,No,No,No,No,No,Yes,No,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,In Paid Employment ,No,heavy
21926545,0.979064924,Yes,B,19,18-24,Greater London,Female,Private rented,"£30,000-£39,999",Never Married,600-£699,down >£100,£100-£149,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,Yes,No,No,No,Yes,"£10,000-£14,999",<£10,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,No,Not applicable,Not applicable,"£1,000 - £1,999",Decrease by £50-£99 a month,,,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,Decreased,"Not likely, but there is a small chance of a sharp fall in my household income",No,Yes,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,No,Yes,,,,,,,Full Time Student,No,No
21872908,0.970521222,No,B,53,45-54,North West,Female,Owned outright,"£50,000-£74,999",Married or Couple,"£2,000-£2,999",No change,£450-£499,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£100,000 - £149,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,Yes,No,,,,,,,In Paid Employment ,No,Not applicable
22601295,0.993335499,No,E,40,35-44,North West,Female,Owned mortgage,"£4,500-£6,499",Widowed/Divorced/Separated,don't kNow,down >£100,Refused,Yes,"£50,000-£74,999",Refused,Refused,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,<£200,Refused,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Decreased,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Refused,Refused,,,,,,,,,,,,,,,,,,,,,Refused,Refused,Refused,Refused,No,No,No,No,No,No,No,Yes,No,,,,,,,Yes,No,Yes,No,No,No,No,No,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,Something Else,No,No
20264798,1.01105852,No,C2,71,65+,North West,Male,Local Authority Rented,"£9,500-£11,499",Married or Couple,<=199,up <£50,None,Not applicable,Not applicable,Not applicable,Not applicable,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,£500-£999,£180-£199,"keeping up, struggle from time to time",No,No,No,No,No,No,No,No,No,No,Yes,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,Yes,harder,No,Not applicable,No,Not applicable,Not applicable,None,don't kNow,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,Quite likely - my household income could fall sharply,Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,No,Yes,,,,,,,Retired,No,No
22509617,0.95782022,No,C2,24,18-24,North West,Female,Owned mortgage,"£25,000-£29,999",Married or Couple,"£1,800-£1,999",No change,£25-£49,Yes,"£200,000-£224,999","£70,000-£79,999",£100-£149,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,"£3,500-£3,999",£40-£49,"keeping up, constant struggle",No,No,No,Yes,No,Yes,No,Yes,No,No,No,,Somewhat concerned,Yes,Yes,No,Yes,No,No,No,No,No,,Stayed the same,don't kNow,easier,don't kNow,Not applicable,Not applicable,Not applicable,Not applicable,"£2,000 - £2,999",Decrease by £200-£299 a month,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,Increased,don't kNow,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,,,,,,,In Paid Employment ,Yes,somewhat
23454933,0.964923696,No,D,49,45-54,South East,Female,Owned mortgage,"£17,500-£24,999",Married or Couple,<=199,down >£100,None,Yes,"£200,000-£224,999","£20,000-£29,999",£250-£299,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Somewhat concerned,Yes,No,No,No,No,No,No,No,No,,Decreased,Yes,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,None,don't kNow,,,,,,,,,,,,,,,,,,,,,don't kNow,don't kNow,Quite likely - my household income could fall sharply,Yes,No,No,No,No,No,No,No,No,Yes,,,,,,,No,Yes,No,No,No,No,No,No,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,don't kNow,Something Else,No,Not applicable
24586757,0.967991273,No,C1,63,55-64,South East,Female,Owned outright,"£17,500-£24,999",Married or Couple,<=199,No change,None,Yes,,Not applicable,Not applicable,No,No,No,Yes,No,No,No,No,No,No,Yes,Refused,£200-£219,"keeping up, struggle from time to time",No,No,No,No,No,Yes,Yes,No,No,No,No,,Very concerned,Yes,Yes,Yes,No,No,No,No,No,No,,Increased,don't kNow,the same,No,Not applicable,Not applicable,Not applicable,Not applicable,Refused,don't kNow,,,,,,,,,,,,,,,,,,,,,No,Increased,Quite likely - my household income could fall sharply,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Retired,No,heavy
20456484,1.00325249,No,E,70,65+,East Anglia,Female,Private rented,"£15,500-£17,499",Married or Couple,<=199,down £50-£100,None,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,Yes,No,No,No,No,No,No,Yes,"£7,000-£7,499",£160-£179,"keeping up, constant struggle",No,No,No,No,No,Yes,Yes,No,No,No,No,,Somewhat concerned,Yes,Yes,Yes,No,No,No,No,No,No,,Stayed the same,No,the same,No,Not applicable,No,Not applicable,Not applicable,£500-£999,Increase by less than £50 a month,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Retired,No,somewhat
22790625,0.988412956,No,C2,67,65+,West Midlands,Female,Owned outright,Refused,Married or Couple,£400-£499,No change,£100-£149,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, struggle from time to time",No,No,No,No,No,Yes,Yes,No,No,No,No,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Refused,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,don't kNow,Increased,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Retired,No,Not applicable
23182399,0.990246674,No,C1,50,45-54,North,Male,Owned mortgage,"£25,000-£29,999",Never Married,£300-£399,No change,None,Yes,"£50,000-£74,999","£40,000-£49,999",£300-£349,No,Yes,Yes,No,No,No,No,No,No,No,Yes,don't kNow,don't kNow,"keeping up, struggle from time to time",No,No,No,No,No,Yes,No,No,No,No,No,,Very concerned,Yes,Yes,No,Yes,No,No,No,No,No,,Stayed the same,Yes,the same,No,Not applicable,Not applicable,Not applicable,Not applicable,None,don't kNow,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,Not very likely - my household income is very secure,No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,Yes,No,,,,,,,In Paid Employment ,No,heavy
22344719,0.991392106,No,C1,43,35-44,South West,Male,Owned mortgage,"£17,500-£24,999",Never Married,£300-£399,down £50-£100,150-£199,Yes,"£150,000-£174,999","£50,000-£59,999",£200-£249,Yes,No,No,No,No,No,No,No,No,No,Yes,"£7,000-£7,499",£180-£199,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,Yes,Got the loan without difficulty,Not applicable,Not applicable,Not applicable,"£4,000 - £4,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Increased,Not very likely - my household income is very secure,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,In Paid Employment ,No,No
22308460,0.984943557,No,E,66,65+,South West,Male,Owned outright,"£17,500-£24,999",Married or Couple,£300-£399,down <£50,£50-£99,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, struggle from time to time",No,No,No,No,No,Yes,No,No,No,No,No,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,the same,No,Not applicable,Not applicable,Not applicable,Not applicable,"£2,000 - £2,999",don't kNow,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,don't kNow,No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Retired,No,Not applicable
24919745,0.968753568,No,E,70,65+,South West,Female,Owned outright,don't kNow,Widowed/Divorced/Separated,don't kNow,don't kNow,don't kNow,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, constant struggle",No,No,No,No,No,Yes,Yes,No,No,No,No,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,don't kNow,don't kNow,,,,,,,,,,,,,,,,,,,,,No,Increased,Quite likely - my household income could fall sharply,Yes,No,No,No,No,No,No,No,No,Yes,,,,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Retired,Yes,Not applicable
21598196,1.0049315,No,C2,65,65+,East Midlands,Male,Owned outright,"£25,000-£29,999",Married or Couple,don't kNow,don't kNow,None,Yes,,Not applicable,Not applicable,No,Yes,No,Yes,No,No,No,No,No,No,Yes,"£15,000-£19,999",>=£500,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£75,000 - £99,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Retired,No,No
24444779,0.990380706,No,C1,65,65+,Yorkshire & Humberside,Female,Owned mortgage,"£11,500-£13,499",Married or Couple,£200-£299,No change,don't kNow,Yes,"£150,000-£174,999","£60,000-£69,999",<£100,No,No,No,No,Yes,No,No,No,No,No,Yes,<£200,£100-£119,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Decreased,don't kNow,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£7,000 - £7,999",don't kNow,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,No,Yes,No,,,,,,,Retired,No,No
22752390,0.988412956,No,E,65,65+,West Midlands,Female,Owned outright,"£17,500-£24,999",Widowed/Divorced/Separated,£500-£599,No change,£50-£99,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£45,000 - £49,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,No,No,No,No,No,No,No,Yes,No,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Retired,No,Not applicable
24839967,1.04421271,No,A,69,65+,Wales,Female,Owned outright,"£13,500-£15,499",Widowed/Divorced/Separated,£200-£299,down >£100,None,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,keeping up without much difficulty,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£10,000 - £12,499",Decrease by £50-£99 a month,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,No,Yes,Stayed the same,Not very likely - my household income is very secure,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Retired,No,Not applicable
20008015,0.975553918,No,D,45,45-54,North West,Female,Owned mortgage,"£30,000-£39,999",Married or Couple,£200-£299,No change,None,Yes,"£75,000-£99,999","£60,000-£69,999",£400-£449,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,"£7,000-£7,499",£160-£179,"keeping up, constant struggle",No,No,No,No,No,Yes,Yes,Yes,No,No,No,,Somewhat concerned,Yes,Yes,No,Yes,No,No,No,No,No,,Increased,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,In Paid Employment ,Yes,heavy
20737122,0.997740105,No,D,69,65+,Greater London,Male,Owned outright,"£9,500-£11,499",Married or Couple,<=199,down <£50,<=25,Yes,,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"keeping up, struggle from time to time",No,No,No,No,No,Yes,Yes,No,No,No,No,,Not at all concerned,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Stayed the same,No,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,"£1,000 - £1,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Retired,No,Not applicable
